1093,3:07:57,0,F,LAUNCH_PAD,0.03,24.2,99581.6,7.79,0.27,-13.3,4.2,-9.6,-2.39,0.75,-1.72,0:00:00,0,0,0,0,CMD,1093,CX,ON,
1093,3:07:58,1,F,LAUNCH_PAD,0.25,24.4,99579,7.8,0.17,-2.1,-7.6,-3.6,28.41,56.82,125,0:00:05,0,0,0,0,CMD,1093,CX,ON,
1093,3:07:59,2,F,LAUNCH_PAD,0.18,24.4,99579.8,7.8,0.18,-2.2,-0.5,2.9,-10.42,-26.04,57.29,0:00:06,0,0,0,0,CMD,1093,CX,ON,
1093,3:08:00,3,F,LAUNCH_PAD,0.28,24.4,99578.6,7.81,0.22,-5.7,-5.2,-0.4,-6.1,3,4.44,0:00:08,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:01,4,F,LAUNCH_PAD,0.21,24.4,99579.4,7.82,0.18,-54.4,-25.1,26.7,56.82,176.14,-477.27,0:00:09,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:02,5,F,LAUNCH_PAD,0.09,24.5,99580.8,7.83,0.17,-5.9,-34.4,8.3,-187.5,-465.91,636.36,0:00:10,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:03,6,F,LAUNCH_PAD,0.3,24.5,99578.4,7.82,0.17,-50.9,-36.6,-11.4,-170.45,79.55,-147.73,0:00:11,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:04,7,F,LAUNCH_PAD,0.33,24.5,99578,7.83,0.23,-0.2,-1.9,-5.7,-34.72,41.67,246.53,0:00:12,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:05,8,F,LAUNCH_PAD,0.47,24.5,99576.4,7.82,0.23,0.6,-5.2,-2.1,2.98,-11.9,41.67,0:00:13,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:06,9,F,LAUNCH_PAD,0.42,24.5,99576.9,7.82,0.17,18.6,-15,11.1,79.55,369.32,-107.95,0:00:14,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:07,10,F,LAUNCH_PAD,0.52,24.5,99575.8,7.81,0.23,9.6,0.3,0.4,250,-22.73,295.45,0:00:15,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:08,11,F,LAUNCH_PAD,0.51,24.5,99576,7.83,0.25,-4.7,-6,3.7,-225.45,-87.05,80.36,0:00:16,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:09,12,F,LAUNCH_PAD,0.45,24.5,99576.7,7.8,0.14,8.6,7.1,-11.1,-182.29,260.42,-213.54,0:00:17,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:10,13,F,LAUNCH_PAD,0.45,24.5,99576.6,7.82,0.23,-3.4,12.1,6.4,215.91,517.05,125,0:00:18,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:11,14,F,LAUNCH_PAD,0.48,24.5,99576.2,7.81,0.21,15.2,3.6,13.6,136.36,218.75,167.61,0:00:19,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:12,15,F,LAUNCH_PAD,0.51,24.5,99575.9,7.83,0.21,3.2,-3.4,14.6,56.64,367.19,146.48,0:00:20,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:13,16,F,LAUNCH_PAD,0.57,24.5,99575.2,7.81,0.22,-33.6,15.8,-15.8,-5.68,267.05,-5.68,0:00:21,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:14,17,F,LAUNCH_PAD,0.62,24.5,99574.6,7.82,0.19,2.6,-2.7,-7.2,-227.27,875,-806.82,0:00:22,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:15,18,F,LAUNCH_PAD,0.69,24.5,99573.8,7.82,0.18,3.2,-11.3,8.6,-775.57,403.41,-76.7,0:00:23,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:16,19,F,LAUNCH_PAD,0.64,24.6,99574.4,7.81,0.19,-3.1,-32.8,-16.6,441.41,58.59,402.34,0:00:24,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:17,20,F,LAUNCH_PAD,0.56,24.5,99575.4,7.81,0.23,15.9,19,1,-261.36,-267.05,170.45,0:00:25,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:18,21,F,LAUNCH_PAD,0.54,24.5,99575.5,7.81,0.23,-12.7,15.7,-14.3,-525.57,821.02,-508.52,0:00:26,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:19,22,F,LAUNCH_PAD,0.51,24.5,99575.9,7.81,0.18,1.8,6.3,9.2,295.45,-62.5,73.86,0:00:27,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:20,23,F,LAUNCH_PAD,0.41,24.6,99577,7.81,0.21,21.6,-23.8,-26.6,268.75,768.75,181.25,0:00:28,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:21,24,F,LAUNCH_PAD,0.51,24.6,99575.9,7.81,0.18,4.9,39.5,33.3,37.5,168.75,-393.75,0:00:29,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:22,25,F,LAUNCH_PAD,0.41,24.6,99577.1,7.8,0.17,-10.7,-63.2,16.6,62.5,-2552.08,885.42,0:00:30,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:23,26,F,LAUNCH_PAD,0.29,24.6,99578.5,7.81,0.23,-3.6,-20.6,-16.6,-988.64,210.23,-1289.77,0:00:31,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:24,28,F,LAUNCH_PAD,0.25,24.6,99578.9,7.81,0.25,1.7,6.7,-3.2,229.17,281.25,-500,0:00:33,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:25,29,F,LAUNCH_PAD,-0.01,24.6,99582,7.82,0.18,-7.1,-9.8,-7.4,9.38,-146.88,475,0:00:34,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:26,30,F,LAUNCH_PAD,0.09,24.6,99580.8,7.82,0.21,-1.2,1.1,-4.2,34.09,142.05,-125,0:00:35,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:27,31,F,LAUNCH_PAD,0.19,24.6,99579.7,7.81,0.2,3.7,-1.8,-12.7,231.25,-75,-250,0:00:36,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:28,32,F,LAUNCH_PAD,0.08,24.6,99581,7.81,0.19,-95.9,32.6,105.4,-295.45,-45.45,-653.41,0:00:37,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:29,33,F,LAUNCH_PAD,0.09,24.6,99580.8,7.85,0.21,-8.6,-48.8,65.1,-88.36,133.62,-2187.5,0:00:38,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:30,34,F,LAUNCH_PAD,0,24.6,99581.9,7.81,0.19,-4.1,0.4,2.9,-62.5,-51.14,-73.86,0:00:40,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:31,35,F,LAUNCH_PAD,0.17,24.6,99579.9,7.82,0.15,-0.4,0.6,3.1,-68.75,56.25,31.25,0:00:41,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:32,36,F,LAUNCH_PAD,0.11,24.6,99580.6,7.81,0.23,-3.5,-1.3,5.3,-31.25,-88.54,187.5,0:00:42,0,0,0,0,CMD,1093,MEC,PROBE,UNLOCK
1093,3:08:33,37,F,LAUNCH_PAD,0.21,24.6,99579.5,7.81,0.1,-0.6,0.9,-20.8,-78.12,36.46,-322.92,0:00:43,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:34,38,F,LAUNCH_PAD,-0.49,24.7,99587.8,7.81,0.18,14.3,7.7,-0.6,352.27,346.59,-289.77,0:00:44,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:35,39,F,LAUNCH_PAD,0.12,24.7,99580.5,7.81,0.16,16.1,54.3,0.1,-198.86,-181.82,619.32,0:00:45,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:36,40,F,LAUNCH_PAD,0.27,24.7,99578.8,7.78,0.16,-23.3,-15.3,-17.6,9.27,-16.32,-10.81,0:00:45,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:37,41,F,LAUNCH_PAD,0.39,24.6,99577.3,7.81,0.16,-61.6,78.2,3.5,46.87,-333.33,-1166.67,0:00:48,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:38,42,F,LAUNCH_PAD,0.33,24.7,99578,7.82,0.17,-16.3,4,32.8,-573.86,-386.36,1045.45,0:00:49,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:39,43,F,LAUNCH_PAD,0.45,24.7,99576.6,7.82,0.14,-25.4,-17.1,36.2,156.25,-265.62,661.46,0:00:50,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:40,44,F,LAUNCH_PAD,0.45,24.7,99576.6,7.8,0.23,-66.6,15.7,44.7,738.64,670.45,-142.05,0:00:51,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:41,45,F,LAUNCH_PAD,0.35,24.7,99577.8,7.8,0.17,10.3,38.2,-31.5,79.17,12.5,-245.83,0:00:53,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:42,46,F,LAUNCH_PAD,0.4,24.7,99577.2,7.81,0.14,8.6,3.1,-30.9,-352.27,1034.09,-1232.95,0:00:54,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:43,47,F,LAUNCH_PAD,0.58,24.7,99575.1,7.8,0.17,32.6,-18.1,65.8,22.73,-107.95,250,0:00:55,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:44,48,F,LAUNCH_PAD,0.63,24.7,99574.5,7.78,0.21,18.5,-8.6,118.4,79.55,215.91,840.91,0:00:56,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:45,49,F,LAUNCH_PAD,0.58,24.7,99575.1,7.82,0.18,-60,-15.1,48.7,397.73,164.77,744.32,0:00:57,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:46,50,F,LAUNCH_PAD,0.6,24.7,99574.9,7.81,0.19,-4.9,-18.6,76.4,0,0,0,0:00:58,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:47,51,F,LAUNCH_PAD,0.62,24.7,99574.6,7.79,0.25,7.6,-0.9,58.2,15.62,-54.69,93.75,0:00:59,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:48,52,F,LAUNCH_PAD,0.59,24.7,99574.9,7.83,0.23,-2.3,8.6,-0.9,-78.43,245.1,137.25,0:01:00,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:49,53,F,LAUNCH_PAD,0.59,24.7,99575,7.81,0.11,0.3,3.2,-2.8,-51.14,39.77,-85.23,0:01:01,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:50,54,F,LAUNCH_PAD,0.66,24.7,99574.1,7.8,0.19,-0.1,9.8,12.9,-51.14,-278.41,90.91,0:01:02,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:51,55,F,LAUNCH_PAD,0.79,24.7,99572.6,7.8,0.2,-5.3,-4.4,-3.1,676.14,1318.18,34.09,0:01:03,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:52,56,F,LAUNCH_PAD,1,24.8,99570.2,7.82,0.22,1.3,-10.3,-20.1,-329.55,159.09,147.73,0:01:04,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:53,57,F,LAUNCH_PAD,1.1,24.8,99569,7.8,0.2,25.8,4.1,-13.4,261.36,159.09,5.68,0:01:05,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:54,58,F,LAUNCH_PAD,1.02,24.8,99569.9,7.8,0.23,-16.1,23.9,-6.3,-221.59,-142.05,-289.77,0:01:06,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:55,59,F,LAUNCH_PAD,0.88,24.8,99571.5,7.83,0.19,-3.6,-24.6,-25.3,-149.46,97.83,-817.93,0:01:07,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
1093,3:08:56,60,F,LAUNCH_PAD,0.83,24.8,99572.1,7.81,0.24,3.2,-0.9,1.4,41.67,-62.5,276.04,0:01:08,0,0,0,0,CMD,1093,MEC,PROBE,LOCK
